food_item_id,food_item_name,water_g,energy_kcal,protein_g,lipid_g,carbs_g,fiber_td_g,sugar_g,calcium_mg,iron_mg,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,is_active
4826,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",1.45,599,28.03,52.5,15.26,9.4,4.18,61,1.52,0,144,"1 cup, chopped",28.35,"1 oz, shelled (32 nuts)",1
4827,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",1.81,587,24.35,49.66,21.26,8.4,4.9,58,1.58,0,28.35,1 oz,1,1 peanut,1
4828,"PEANUTS,SPANISH,RAW",6.39,570,26.15,49.6,15.83,9.5,,106,3.91,0,146,1 cup,28.35,1 oz,1
4829,"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",1.78,579,28.01,49.04,17.45,8.9,,100,2.28,0,147,1 cup,28.35,1 oz,1
4830,"PEANUTS,VALENCIA,RAW",4.26,570,25.09,47.58,20.91,8.7,,62,2.09,0,146,1 cup,28.35,1 oz,1
4831,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",2.12,589,27.04,51.24,16.3,8.9,,54,1.65,0,144,1 cup,28.35,1 oz,1
4832,"PEANUTS,VIRGINIA,RAW",6.91,563,25.19,48.75,16.54,8.5,3.95,89,2.55,0,146,1 cup,28.35,1 oz,1
4833,"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",2.17,578,25.87,48.62,19.86,8.9,,86,1.67,0,143,1 cup,28.35,1 oz,1
4834,"PEANUT BUTTER,CHUNK STYLE,W/SALT",1.14,589,24.06,49.94,21.57,8,8.41,45,1.9,0,32,2 tbsp,258,1 cup,1
4835,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",1.23,598,22.21,51.36,22.31,5,10.49,49,1.74,0,32,2 tbsp,258,1 cup,1
4836,"PEANUT FLOUR,DEFATTED",7.8,327,52.2,0.55,34.7,15.8,8.22,140,2.1,0,60,1 cup,28.35,1 oz,1
4837,"PEANUT FLOUR,LOW FAT",7.8,428,33.8,21.9,31.27,15.8,,130,4.74,0,60,1 cup,28.35,1 oz,1
4838,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",10.59,343,21.7,1.49,62.78,15,,130,5.23,0,205,1 cup,,,1
4839,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",68.55,121,6.76,0.38,23.25,6.7,,43,1.11,0,168,1 cup,,,1
4840,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",77.75,90,4.98,2.01,13.55,3.7,0.54,29,1.44,0,238,1 cup,442,1 can,1
4841,"BACON,MEATLESS",48.98,309,11.69,29.52,5.31,2.6,0,23,2.41,0,144,1 cup,16,"1 oz, cooked yield",1
4842,MEAT EXTENDER,7.48,311,41.71,2.97,34.71,17.5,,204,11.99,0,88,1 cup,28.35,1 oz,1
4843,"SAUSAGE,MEATLESS",50.4,255,20.28,18.16,8.09,2.8,0,63,3.72,0,25,1 link,38,1 patty,1
4844,"SOYBEANS,MATURE SEEDS,RAW",8.54,446,36.49,19.94,30.16,9.3,7.33,277,15.7,0,186,1 cup,,,1
4845,"SOYBEANS,MATURE CKD,BLD,WO/SALT",62.55,172,18.21,8.97,8.36,6,3,102,5.14,0,172,1 cup,10.7,1 tbsp,1
4846,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",1.95,469,38.55,25.4,30.22,17.7,4.2,138,3.9,0,172,1 cup,,,1
4847,"SOYBEANS,MATURE SEEDS,DRY RSTD",0.8,449,43.32,21.62,28.98,8.1,,140,3.95,0,93,1 cup,,,1
4848,MISO,43.02,198,12.79,6.01,25.37,5.4,6.2,57,2.49,0,17,1 tbsp,275,1 cup,1
4849,NATTO,55.02,211,19.4,11,12.68,5.4,4.89,217,8.6,0,175,1 cup,,,1
4850,TEMPEH,59.65,192,20.29,10.8,7.64,,,111,2.7,0,166,1 cup,,,1
4851,"SOY FLOUR,FULL-FAT,RAW",5.16,434,37.81,20.65,31.92,9.6,7.5,206,6.37,0,84,"1 cup,  stirred",5.2,1 tbsp,1
4852,"SOY FLR,FULL-FAT,RSTD",3.81,439,38.09,21.86,30.38,9.7,7.61,188,5.82,0,85,"1 cup,  stirred",,,1
4853,"SOY FLOUR,DEFATTED",7.25,327,51.46,1.22,33.92,17.5,16.42,241,9.24,0,105,1 cup,6.6,1 tbsp,1
4854,"SOY FLOUR,LOW-FAT",4.61,372,49.81,8.9,30.63,16,9.33,285,8.2,0,88,"1 cup,  stirred",5.5,1 tbsp,1
4855,"SOY MEAL,DEFATTED,RAW",6.94,337,49.2,2.39,35.89,,,244,13.7,0,122,1 cup,,,1
4856,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",88.05,54,3.27,1.75,6.28,0.6,3.99,25,0.64,0,243,1 cup,30.6,1 fl oz,1
4857,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",5.8,328,63.63,0.46,25.41,5.5,20,363,10.78,0,28.35,1 oz,,,1
4858,SOY PROTEIN ISOLATE,4.98,335,88.32,3.39,0,0,0,178,14.5,0,28.35,1 oz,,,1
4859,SOY SAU MADE FROM SOY&WHEAT (SHOYU),71.15,53,8.14,0.57,4.93,0.8,0.4,33,1.45,0,16,1 tbsp,5.3,1 tsp,1
4860,SOY SAU MADE FROM SOY (TAMARI),66,60,10.51,0.1,5.57,0.8,1.7,20,2.38,0,18,1 tbsp,6,1 tsp,1
4861,SOY SAU MADE FROM HYDROLYZED VEG PROT,68.02,60,7,0.51,7.84,0.5,1.3,17,0.33,0,18,1 tbsp,6,1 tsp,1
4862,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",82.93,78,9.04,4.17,2.85,0.9,0.6,201,1.61,0,126,.5 cup,81,.25 block,1
4863,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",87.26,61,7.17,3.69,1.18,0.2,0.7,111,1.11,0,120,"1 piece,  (2-1/2"" x 2-3/4"" x 1"")",248,"1 cup,  (1/2"" cubes)",1
4864,"TOFU,DRIED-FROZEN (KOYADOFU)",5.78,477,52.47,30.34,10.03,7.2,,364,9.73,0,17,1 piece,,,1
4865,"TOFU,FRIED",50.52,270,18.82,20.18,8.86,3.9,2.72,372,4.87,0,28.35,1 oz,13,1 piece,1
4866,OKARA,81.64,76,3.52,1.73,12.23,,,80,1.3,0,122,1 cup,,,1
4867,"TOFU,SALTED&FERMENTED (FUYU)",70.01,116,8.92,8,4.38,,,46,1.98,0,11,1 block,,,1
4868,"YARDLONG BNS,MATURE SEEDS,RAW",8.43,347,24.33,1.31,61.91,11,,138,8.61,0,167,1 cup,,,1
4869,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",68.8,118,8.29,0.45,21.09,3.8,,42,2.64,0,171,1 cup,,,1
4870,"WINGED BNS,MATURE SEEDS,RAW",8.34,409,29.65,16.32,41.71,25.9,,440,13.44,0,182,1 cup,,,1
4871,"WINGED BNS,MATURE SEEDS,CKD,BLD,WO/ SALT",67.19,147,10.62,5.84,14.94,,,142,4.33,0,172,1 cup,,,1
4872,"HUMMUS,HOME PREP",64.87,177,4.86,8.59,20.12,4,0.27,49,1.56,0,15,1 tablespoon,246,1 cup,1
4873,"FALAFEL,HOME-PREPARED",34.62,333,13.31,17.8,31.84,,,54,3.42,0,17,"1 patty,  (approx 2-1/4"" dia)",,,1
4874,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",90.36,43,2.6,1.47,4.92,0.2,3.65,123,0.42,0,243,1 cup,30.6,1 fl oz,1
4875,"LENTILS,PINK OR RED,RAW",7.82,358,23.91,2.17,63.1,10.8,,48,7.39,0,192,1 cup,,,1
4876,"BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL",68.11,124,7.98,1.05,21.49,5.5,3.8,57,1.5,0,266,"1 can, drained solids",,,1
4877,"BEANS,PINTO,CND,DRND SOL",70.6,114,6.99,0.9,20.22,5.5,0.54,63,1.33,0,277,"1 can, drained solids",,,1
4878,VEGGIE BURGERS OR SOYBURGERS  UNPREP,61.21,177,15.7,6.3,14.27,4.9,1.07,136,2.41,5,70,1 pattie,,,1
4879,"PEANUT SPRD,RED SUGAR",1.93,650,24.8,54.89,14.23,7.8,6.35,72,2.84,0,31,2 tbsp,,,1
4880,"PEANUT BUTTER,SMOOTH,RED FAT",1.2,520,25.9,34,35.65,5.2,9.28,35,1.9,0,36,2 tablespoon,,,1
4881,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",1.47,591,25.72,50.81,18.75,5.6,10.47,43,16.6,0,32,2 tbsp,258,1 cup,1
4882,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",1.48,593,26.06,51.47,17.69,5.7,10.94,45,17.5,0,32,2 tbsp,258,1 cup,1
4883,CHICKPEA FLOUR (BESAN),10.28,387,22.39,6.69,57.82,10.8,10.85,45,4.86,0,92,1 cup,,,1
4884,"HUMMUS,COMMERCIAL",66.59,166,7.9,9.6,14.29,6,,38,2.44,0,15,1 tbsp,246,1 cup,1
4885,"TOFU,EX FIRM,PREP W/NIGARI",82.31,83,9.98,5.26,1.18,1,0.71,282,2.04,0,91,.2 block,,,1
4886,"TOFU,HARD,PREP W/NIGARI",71.12,145,12.68,9.99,4.39,0.6,,345,2.75,0,122,.25 block,,,1
4887,"MORI-NU,TOFU,SILKEN,SOFT",89,55,4.8,2.7,2.9,0.1,1.31,31,0.82,0,84,1 slice,,,1
4888,"MORI-NU,TOFU,SILKEN,FIRM",87.4,62,6.9,2.7,2.4,0.1,1.27,32,1.03,0,84,1 slice,,,1
4889,"MORI-NU,TOFU,SILKEN,EX FIRM",88.1,55,7.4,1.9,2,0.1,0.99,31,1.19,0,84,1 slice,,,1
4890,"MORI-NU,TOFU,SILKEN,LITE FIRM",91.4,37,6.3,0.8,1.1,0,0.45,36,0.75,0,84,1 slice,,,1
4891,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",90.9,38,7,0.7,1,0,0.42,43,0.79,0,84,1 slice,,,1
4892,"SOYMILK,CHOC,UNFORTIFIED",85.61,63,2.26,1.53,9.95,0.4,7.86,25,0.48,0,243,1 cup,30.6,1 fl oz,1
4893,"USDA CMDTY,PNUT BUTTER,SMOOTH",1.55,588,21.93,49.54,23.98,5.7,6.5,54,2.16,0,32,2 tbsp,258,1 cup,1
4894,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",85.61,63,2.26,1.53,9.95,0.4,7.86,126,0.48,0,243,1 cup,30.6,1 fl oz,1
4895,"REFRIED BNS,CND,VEGETARIAN",78.39,83,5.28,0.87,13.5,4.7,0.59,35,1.7,,242,1 cup,444,1 can,1
4896,"REFRIED BNS,CND,FAT-FREE",78.69,79,5.34,0.45,13.5,4.7,0.61,34,1.62,0,231,1 cup,445,1 can,1
4897,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",70.71,144,5,6.93,15.47,4.7,,33,1.95,,233,1 cup,15,1 tbsp,1
4898,"TEMPEH,CKD",59.56,195,19.91,11.38,7.62,,,96,2.13,,,,,,1
4899,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS,69.4,123,3.85,1.92,23.08,6.2,10,31,1.11,4,130,.5 cup,130,1 serving,1
4900,CAMPBELL'S PORK & BNS,73.7,108,4.62,1.15,19.23,5.4,6.15,31,1.11,4,130,.5 cup,130,1 serving,1
4901,"PACE,TRADITIONAL REFRIED BNS",82.7,67,4.17,0,10.83,4.2,2.5,33,0.9,0,120,.5 cup,120,1 serving,1
4902,"PACE,SALSA REFRIED BNS",82.2,60,3.33,0,11.67,3.3,3.33,33,0.9,0,120,.5 cup,120,1 serving,1
4903,"PACE,SPICY JALAPENO REFRIED BNS",82.4,63,4.17,0,11.67,4.2,3.33,33,0.9,0,120,.5 cup,120,1 serving,1
4904,"VITASOY USA,NASOYA LITE FIRM TOFU",87.1,54,8.3,1.7,1.3,0.6,0.2,184,1.6,0,79,.2 package,,,1
4905,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",77,118,12.4,6.3,2.8,2,0.6,188,2,0,79,.2 package,,,1
4906,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",80.9,98,10.1,5.2,2.6,1.3,0.4,77,1.6,0,79,.2 package,,,1
4907,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",83.4,84,8.9,4.4,2.3,0.8,0.3,125,1.2,0,79,.2 package,,,1
4908,VITASOY USA  ORGANIC NASOYA SILKEN TOFU,90.5,47,4.8,2.5,1.4,0.3,0.2,75,0.9,0,91,.2 package,,,1
4909,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",90.27,44,2.9,1.6,4.5,0.4,2,127,0.4,0,243,1 cup,243,1 serving,1
4910,"VITASOY USA,VITASOY ORGANIC CLASSIC ORIGINAL SOYMILK",89.76,47,3.2,1.8,4.5,0.4,2,17,0.44,0,243,1 cup,243,1 serving,1
4911,"VITASOY USA,VITASOY LT VANILLA SOYMILK",92.74,30,1.6,0.82,4.1,0.1,2.9,123,0.3,0,243,1 cup,243,1 serving,1
4912,"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",93.14,33,2.86,1.61,1.74,0.5,0.41,124,0.46,0,243,1 cup,,,1
4913,"SOYMILK (ALL FLAVORS),ENHANCED",90.98,45,2.94,1.99,3.45,0.4,2.53,140,0.49,0,243,1 cup,,,1
4914,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",92.69,30,2.38,0.77,3.51,0.3,2.61,123,0.43,0,243,1 cup,,,1
4915,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",88.38,47,2.1,0.64,8.24,0.7,7.13,123,0.59,0,243,1 cup,,,1
4916,"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",92.03,34,2.62,0.85,3.85,0.6,0.41,123,0.46,0,243,1 cup,,,1
4917,"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",89.89,43,1.65,0.62,7.2,0.8,3.5,82,0.44,0,243,1 cup,,,1
4918,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",92.67,28,2.47,0.04,4.14,0.2,3.65,116,0.35,0,243,1 cup,,,1
4919,"SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D",88.38,44,2.47,0.04,8.51,0.2,3.65,116,0.35,0,243,1 cup,,,1
4920,"SILK PLN,SOYMILK",91.53,41,2.88,1.65,3.29,0.4,2.47,123,0.44,0,243,1 cup,,,1
4921,"SILK VANILLA,SOYMILK",91.32,41,2.47,1.44,4.12,0.4,2.88,123,0.44,0,243,1 cup,,,1
4922,"SILK CHOC,SOYMILK",86.39,58,2.06,1.44,9.47,0.8,7.82,123,0.59,0,243,1 cup,,,1
4923,"SILK LT PLN,SOYMILK",92.77,29,2.47,0.82,3.29,0.4,2.47,123,0.44,0,243,1 cup,,,1
4924,"SILK LT VANILLA,SOYMILK",91.95,33,2.47,0.82,4.12,0.4,2.88,123,0.44,0,243,1 cup,,,1
4925,"SILK LT CHOC,SOYMILK",87.63,49,2.06,0.62,9.05,0.8,7.82,123,0.59,0,243,1 cup,,,1
4926,"SILK PLUS OMEGA-3 DHA,SOYMILK",91.13,45,2.88,2.06,3.29,0.4,2.47,144,0.44,0,243,1 cup,,,1
4927,"SILK PLUS FOR BONE HEALTH,SOYMILK",90.92,41,2.47,1.44,4.53,0.8,2.88,165,0.44,0,243,1 cup,,,1
4928,"SILK PLUS FIBER,SOYMILK",89.69,41,2.47,1.44,5.76,2.1,2.88,123,0.44,0,243,1 cup,,,1
4929,"SILK UNSWTND,SOYMILK",93.18,33,2.88,1.65,1.65,0.4,0.41,123,0.44,0,243,1 cup,,,1
4930,"SILK VERY VANILLA,SOYMILK",87.41,53,2.47,1.65,7.82,0.4,6.58,144,0.44,0,243,1 cup,,,1
4931,"SILK NOG,SOYMILK",82.96,74,2.46,1.64,12.3,0,9.84,16,0.3,0,122,.5 cup,,,1
4932,"SILK CHAI,SOYMILK",87.62,53,2.47,1.44,7.82,0,5.76,123,0.44,0,243,1 cup,,,1
4933,"SILK MOCHA,SOYMILK",86.8,58,2.06,1.44,9.05,0,7.41,123,0.44,0,243,1 cup,,,1
4934,"SILK COFFEE,SOYMILK",85.56,62,2.06,1.44,10.29,0,9.47,123,0,0,243,1 cup,,,1
4935,SILK VANILLA SOY YOGURT (FAMILY SIZE),80.7,79,2.64,1.76,13.66,0.4,10.57,132,0.48,0,227,1 container,,,1
4936,SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),79.35,88,2.94,1.76,14.71,0.6,10.59,176,0.85,0,170,1 container,,,1
4937,SILK PLN SOY YOGURT,84.67,66,2.64,1.76,9.69,0.4,5.29,132,,0,227,1 container,,,1
4938,SILK STRAWBERRY SOY YOGURT,77,94,2.35,1.18,18.24,0.6,12.94,176,0.64,0,170,1 container,,,1
4939,SILK RASPBERRY SOY YOGURT,77.59,88,2.35,1.18,17.65,0.6,12.94,176,0.64,0,170,1 container,,,1
4940,SILK PEACH SOY YOGURT,76.41,94,2.35,1.18,18.82,0.6,14.71,176,0.64,0,170,1 container,,,1
4941,SILK BLACK CHERRY SOY YOGURT,78.18,88,2.35,1.18,17.06,0.6,11.76,176,0.64,0,170,1 container,,,1
4942,SILK BLUEBERRY SOY YOGURT,78.18,88,2.35,1.18,17.06,0.6,12.35,176,0.64,0,170,1 container,,,1
4943,SILK KEY LIME SOY YOGURT,77.59,88,2.35,1.18,17.65,0.6,12.35,176,0.64,0,170,1 container,,,1
4944,SILK BANANA-STRAWBERRY SOY YOGURT,78.18,88,2.35,1.18,17.06,0.6,10.59,176,0.64,0,170,1 container,,,1
4945,SILK ORIGINAL CREAMER,86.29,100,0,6.67,6.67,0,0,0,0,0,15,1 tbsp,,,1
4946,SILK FRENCH VANILLA CREAMER,72.95,133,0,6.67,20,0,20,0,0,0,15,1 tbsp,,,1
4947,SILK HAZELNUT CREAMER,72.95,133,0,6.67,20,0,20,0,0,0,15,1 tbsp,,,1
4948,"VITASOY USA ORGANIC NASOYA,SOFT TOFU",85.8,70,8.76,3.5,0.74,0.6,0.3,130,1.1,0,79,.2 package,,,1
4949,"VITASOY USA NASOYA,LITE SILKEN TOFU",89.8,43,8.21,1.1,0,,,394,0.87,0,91,.2 package,,,1
4950,"VITASOY USA ORGANIC NASOYA,TOFU PLUS EX FIRM",81.8,92,10.18,4.9,1.82,1,0.4,246,1.6,0,85,3 oz,,,1
4951,"VITASOY USA ORGANIC NASOYA,TOFU PLUS FIRM",84.5,74,9.19,3.4,1.71,0.8,0.3,237,1.3,0,85,3 oz,,,1
4952,"VITASOY USA ORGANIC NASOYA SPROUTED,TOFU PLUS SUPER FIRM",77.3,115,13.24,5.9,2.16,1.2,1.1,239,1.7,0,85,3 oz,,,1
4953,"VITASOY USA AZUMAYA,EX FIRM TOFU",82.5,88,10.07,4.6,1.53,0.9,0.5,176,1.7,0,79,.2 package,,,1
4954,"VITASOY USA AZUMAYA,FIRM TOFU",84,80,9.08,4.2,1.52,0.6,0.4,180,1.3,0,79,.2 package,,,1
4955,"VITASOY USA AZUMAYA,SILKEN TOFU",91.4,43,4.82,2.4,0.58,0.2,0.2,66,0.8,0,91,.2 package,,,1
4956,HOUSE FOODS PREMIUM SOFT TOFU,88.08,59,6.38,2.71,2.19,0.8,0.53,78,1.53,0,56,2 oz,84,3 oz,1
4957,HOUSE FOODS PREMIUM FIRM TOFU,82.87,85,10.92,4.19,0.97,0.9,0.4,149,1.69,0,56,2 oz,84,3 oz,1
4958,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",66.29,128,7.52,0.1,24.77,7.3,,28,2,0,230,1 cup,,,1
4959,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",65.74,132,8.86,0.54,23.71,8.7,0.32,27,2.1,0,172,1 cup,,,1
4960,"BEANS,BLACK,MATURE SEEDS,CND,LO NA",75.64,91,6.03,0.29,16.55,6.9,0.23,35,1.9,0,240,1 cup,,,1
4961,"BEANS,BLACK TURTLE,MATURE SEEDS,CKD,BLD,W/ SALT",65.74,130,8.18,0.35,24.35,8.3,0.32,55,2.85,0,185,1 cup,,,1
4962,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",64.65,136,9.34,0.46,24.46,8.6,,50,2.09,0,177,1 cup,,,1
4963,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",66.57,129,7.05,0.76,24.02,9.4,,63,1.08,0,177,1 cup,,,1
4964,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",69,118,8.33,0.45,21.09,7,,68,2.13,0,177,1 cup,,,1
4965,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND,LO NA",69.89,114,7.37,0.39,21.02,4.9,1.41,53,1.57,0,262,1 cup,,,1
4966,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",66.94,127,8.67,0.5,22.8,6.4,0.32,28,2.94,0,177,1 cup,,,1
4967,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",66.93,124,9.13,0.09,22.41,9.3,,66,2.98,0,177,1 cup,,,1
4968,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",66.94,127,8.67,0.5,22.8,7.4,0.32,28,2.94,0,177,1 cup,,,1
4969,"BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",68.86,121,8.12,0.93,20.8,6,,58,1.5,0,158,"1 cup, cup rinsed solids",,,1
4970,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",66.99,123,9.49,0.17,21.85,9.3,,44,2.77,0,177,1 cup,,,1
4971,"BEANS,KIDNEY,RED,MATURE SEEDS,CND,SOL & LIQ,LO NA",77.96,81,5.22,0.36,14.83,5.3,1.85,29,1.25,0,256,1 cup,436,"1 can, total can contents",1
4972,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",63.81,140,8.23,0.62,26.05,10.5,0.37,69,2.36,0,182,1 cup,,,1
4973,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",61.2,149,9.06,0.49,27.91,5.3,0.36,52,2.3,0,169,1 cup,,,1
4974,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",62.95,143,9.01,0.65,26.22,9,0.34,46,2.09,0,171,1 cup,,,1
4975,"BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",70,117,7.04,0.97,20.77,,,64,1.27,0,169,1 cup,258,1 can,1
4976,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",63.24,142,8.97,0.64,25.81,10.4,,73,2.84,0,179,1 cup,,,1
4977,"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA",78.19,82,4.6,0.56,15.18,4.6,1.02,47,1.47,0,240,1 cup,442,"1 can, total can contents",1
4978,"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",62.98,144,9.16,1.08,25.28,10.4,0.34,62,2.48,0,177,1 cup,,,1
4979,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,W/ SALT",63.08,139,9.73,0.35,25.09,6.3,0.34,90,3.7,0,179,1 cup,,,1
4980,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",71.54,110,7.6,0.4,19.65,5.4,1.82,36,1.5,0,170,1 cup,,,1
4981,"CHICKPEAS,MATURE SEEDS,CKD,BLD,W/SALT",60.21,164,8.86,2.59,27.42,7.6,4.8,49,2.89,0,164,1 cup,,,1
4982,"CHICKPEAS,MAT SEEDS,CND,DRND SOL",66.72,139,7.05,2.77,22.53,6.4,4.01,45,1.07,0,253,"1 can, drained",,,1
4983,"CHICKPEAS,MATURE SEEDS,CND,DRND,RINSED IN TAP H2O",66.87,138,7.04,2.47,22.87,6.3,4,43,0.98,0,254,"1 can, drained, rinsed",152,"1 cup, drained, rinsed",1
4984,"CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA",78.55,88,4.92,1.95,13.49,4.4,2.59,35,1.23,0,240,1 cup,448,"1 can, total can contents",1
4985,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT",69.7,117,8.13,0.71,20.32,3.6,,26,3.05,0,171,1 cup,,,1
4986,"COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",70.04,116,7.73,0.53,20.76,6.5,3.3,24,2.51,0,171,1 cup,,,1
4987,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",69.13,117,8.14,0.58,20.7,,,40,4.58,0,194,1 cup,,,1
4988,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",69.64,114,9.02,0.38,19.54,7.9,1.8,19,3.33,0,198,1 cup,,,1
4989,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",69.79,115,7.8,0.38,20.88,7,2.9,17,2.39,0,188,1 cup,,,1
4990,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",67.15,126,8.04,0.38,23.31,7.7,,29,2.4,0,182,1 cup,,,1
4991,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT",71.08,116,15.57,2.92,9.29,2.8,,51,1.2,0,166,1 cup,,,1
4992,"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",69.23,117,7.81,0.55,20.96,,,3,3.14,0,177,1 cup,,,1
4993,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",72.66,105,7.02,0.38,19.15,7.6,2,27,1.4,0,202,1 cup,,,1
4994,"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",72.51,105,7.54,0.55,18.34,6.4,2.01,53,1.75,0,180,1 cup,,,1
4995,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",69.49,116,8.34,0.39,20.51,8.3,2.9,14,1.29,0,196,1 cup,,,1
4996,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/ SALT",1.45,599,28.03,52.5,15.26,9.4,4.18,61,1.52,0,144,1 cup,28.35,"1 oz, shelled (32 nuts)",1
4997,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",1.81,587,24.35,49.66,21.26,8.4,4.9,58,1.58,0,146,1 cup,28.35,1 oz,1
4998,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT",1.78,579,28.01,49.04,17.45,8.9,,100,2.28,0,147,1 cup,28.35,1 oz,1
4999,"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",2.12,589,27.04,51.24,16.3,8.9,,54,1.65,0,144,1 cup,28.35,1 oz,1
5000,"PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT",2.17,578,25.87,48.62,19.86,8.9,,86,1.67,0,143,1 cup,28.35,1 oz,1
5001,"PEANUT BUTTER,CHUNK STYLE,WO/SALT",1.14,589,24.06,49.94,21.57,8,8.41,45,1.9,0,32,2 tbsp,258,1 cup,1
5002,"PEANUT BUTTER,SMOOTH STYLE,WO/SALT",1.23,598,22.21,51.36,22.31,5,10.49,49,1.74,0,32,2 tbsp,258,1 cup,1
5003,"PEANUT BUTTER W/ OMEGA-3,CREAMY",0.99,608,24.47,54.17,17,6.1,3.11,45,1.67,,16,1 tbsp,,,1
